fold,human_gene,target_gene,h_chrom,h_strand,h_gc,h_rep,t_chrom,t_strand,t_gc,t_rep
train,ENSG00000202438,ENSMMUG00000059338,chr6,-,0.3880,0.0000,4,-,0.3740,0.6760
train,ENSG00000115295,ENSMMUG00000010259,chr2,+,0.4550,0.0000,13,-,0.5920,0.1810
train,ENSG00000200486,ENSMMUG00000051935,chr15,+,0.6100,0.0000,7,-,0.6000,0.0000
val,ENSG00000180817,ENSMMUG00000006397,chr10,-,0.4190,0.0000,9,+,0.5340,0.2120
train,ENSG00000118420,ENSMMUG00000015780,chr6,-,0.4820,0.0000,4,+,0.3690,0.4730
train,ENSG00000003147,ENSMMUG00000005435,chr7,-,0.3520,0.0000,3,+,0.3890,0.2030
train,ENSG00000204657,ENSMMUG00000021482,chr6,+,0.4120,0.0000,4,-,0.4270,0.1870
train,ENSG00000089289,ENSMMUG00000054817,chrX,+,0.4140,0.0000,X,+,0.4500,0.1920
train,ENSG00000099795,ENSMMUG00000050251,chr19,-,0.4590,0.0000,19,-,0.5080,0.6620
train,ENSG00000252860,ENSMMUG00000035331,chr1,+,0.4240,0.0000,1,+,0.4150,0.4270
train,ENSG00000222870,ENSMMUG00000036266,chr7,+,0.3200,0.0000,3,-,0.3850,0.9800
train,ENSG00000087448,ENSMMUG00000021742,chr12,+,0.5850,0.0000,11,+,0.6470,0.0580
test,ENSG00000156795,ENSMMUG00000028923,chr8,+,0.5810,0.0000,8,+,0.5710,0.1750
train,ENSG00000105298,ENSMMUG00000028931,chr19,-,0.5850,0.0000,19,-,0.5920,0.1300
train,ENSG00000111058,ENSMMUG00000013800,chr12,+,0.3650,0.0000,11,+,0.4880,0.0940
train,ENSG00000115694,ENSMMUG00000001314,chr2,-,0.4960,0.0000,12,-,0.6970,0.4050
train,ENSG00000200556,ENSMMUG00000033017,chr16,+,0.5740,0.0000,20,+,0.5670,0.2620
train,ENSG00000111670,ENSMMUG00000012562,chr12,-,0.4530,0.0000,11,-,0.4670,0.3190
train,ENSG00000081277,ENSMMUG00000013506,chr1,+,0.5040,0.0000,1,+,0.4850,0.2830
train,ENSG00000196329,ENSMMUG00000049295,chr7,+,0.4280,0.0000,3,+,0.4920,0.1620
train,ENSG00000007933,ENSMMUG00000007952,chr1,+,0.3690,0.0000,1,+,0.3680,0.1950
train,ENSG00000144843,ENSMMUG00000053955,chr3,+,0.3910,0.0000,2,-,0.3730,0.6660
train,ENSG00000163328,ENSMMUG00000021012,chr2,-,0.5420,0.0000,12,-,0.5500,0.4790
train,ENSG00000137409,ENSMMUG00000021976,chr6,-,0.5690,0.0000,4,+,0.6070,0.1090
train,ENSG00000116922,ENSMMUG00000044826,chr1,-,0.6130,0.0000,1,+,0.6000,0.1340
train,ENSG00000138698,ENSMMUG00000022417,chr4,+,0.6890,0.0000,5,+,0.6950,0.0950
train,ENSG00000214530,ENSMMUG00000039301,chr11,-,0.4740,0.0000,14,-,0.5600,0.2990
train,ENSG00000118898,ENSMMUG00000017822,chr16,-,0.4910,0.0000,20,-,0.5930,0.2800
train,ENSG00000134900,ENSMMUG00000007247,chr13,+,0.5460,0.0000,17,+,0.5680,0.0610
train,ENSG00000150893,ENSMMUG00000002702,chr13,+,0.5230,0.0000,17,+,0.4210,0.0070
train,ENSG00000206833,ENSMMUG00000060501,chr16,-,0.4860,0.0000,20,-,0.4900,0.3700
train,ENSG00000149243,ENSMMUG00000063403,chr11,-,0.5730,0.0000,14,-,0.5710,0.5390
train,ENSG00000129757,ENSMMUG00000037980,chr11,-,0.7340,0.0000,14,-,0.6880,0.1700
train,ENSG00000207147,ENSMMUG00000024041,chr21,+,0.4490,0.0000,3,-,0.4500,0.2770
train,ENSG00000206827,ENSMMUG00000062609,chr18,+,0.3070,0.0000,18,-,0.2950,0.0470
train,ENSG00000252756,ENSMMUG00000045126,chr2,-,0.3020,0.0000,13,+,0.3030,0.2760
train,ENSG00000209702,ENSMMUG00000032946,chr19,-,0.5200,0.0000,19,-,0.5450,0.5510
train,ENSG00000065485,ENSMMUG00000007696,chr3,+,0.4700,0.0000,2,-,0.4730,0.7160
train,ENSG00000139053,ENSMMUG00000050529,chr12,+,0.3940,0.0000,11,+,0.3340,0.1020
test,ENSG00000095370,ENSMMUG00000016432,chr9,-,0.6140,0.0000,15,+,0.5460,0.7530
train,ENSG00000144224,ENSMMUG00000012248,chr2,+,0.4370,0.0000,12,+,0.4580,0.0000
train,ENSG00000100241,ENSMMUG00000009082,chr22,-,0.6300,0.0000,10,+,0.6180,0.2970
val,ENSG00000107833,ENSMMUG00000015774,chr10,-,0.4800,0.0000,9,-,0.5010,0.0730
train,ENSG00000147231,ENSMMUG00000014606,chrX,+,0.4340,0.0000,X,+,0.4220,0.1950
train,ENSG00000173320,ENSMMUG00000004898,chr4,+,0.6070,0.0000,5,+,0.6380,0.0150
train,ENSG00000197496,ENSMMUG00000016927,chr20,+,0.5910,0.0000,10,+,0.5560,0.4230
train,ENSG00000189182,ENSMMUG00000045353,chr12,-,0.3990,0.0000,11,-,0.4170,0.1820
train,ENSG00000182087,ENSMMUG00000013577,chr19,-,0.5240,0.0000,19,-,0.5710,0.3490
train,ENSG00000003393,ENSMMUG00000018155,chr2,-,0.4420,0.0000,12,-,0.5340,0.0000
train,ENSG00000063660,ENSMMUG00000056083,chr2,+,0.7350,0.0000,12,+,0.6540,0.1120
train,ENSG00000006747,ENSMMUG00000000880,chr7,+,0.4450,0.0000,3,-,0.4720,0.0260
train,ENSG00000077235,ENSMMUG00000008254,chr16,-,0.5640,0.0000,20,-,0.5680,0.2200
train,ENSG00000153560,ENSMMUG00000016917,chr3,-,0.4380,0.0000,2,+,0.5820,0.0900
test,ENSG00000252764,ENSMMUG00000034608,chr8,+,0.5080,0.0000,8,+,0.4850,0.8630
train,ENSG00000149050,ENSMMUG00000009267,chr11,-,0.5110,0.0000,14,+,0.5920,0.0070
train,ENSG00000152484,ENSMMUG00000021425,chr13,-,0.6080,0.0000,17,-,0.6300,0.3130
train,ENSG00000171885,ENSMMUG00000014934,chr18,-,0.3580,0.0000,18,+,0.3740,0.1800
train,ENSG00000010319,ENSMMUG00000018872,chr3,-,0.6130,0.0000,2,-,0.6160,0.0110
train,ENSG00000238447,ENSMMUG00000037133,chr17,-,0.4430,0.0000,16,+,0.4300,0.3000
train,ENSG00000125166,ENSMMUG00000006000,chr16,-,0.4910,0.0000,20,-,0.5410,0.6320
train,ENSG00000115239,ENSMMUG00000010634,chr2,-,0.3860,0.0000,13,+,0.4520,0.0810
train,ENSG00000182885,ENSMMUG00000015690,chr16,+,0.6150,0.0000,20,+,0.6140,0.1720
train,ENSG00000173250,ENSMMUG00000023287,chr5,-,0.4150,0.0000,6,-,0.4050,0.1170
val,ENSG00000176273,ENSMMUG00000045531,chr10,+,0.4750,0.0000,9,+,0.4970,0.0690
train,ENSG00000167889,ENSMMUG00000016300,chr17,+,0.6200,0.0000,16,+,0.6920,0.1860
train,ENSG00000213928,ENSMMUG00000040817,chr14,+,0.5810,0.0000,7,+,0.5860,0.0000
train,ENSG00000207759,ENSMMUG00000026915,chr1,-,0.2950,0.0000,1,-,0.2950,0.0410
train,ENSG00000144468,ENSMMUG00000000722,chr2,+,0.4750,0.0000,12,+,0.5760,0.1770
train,ENSG00000122386,ENSMMUG00000009487,chr16,+,0.5240,0.0000,20,+,0.5400,0.0070
train,ENSG00000188522,ENSMMUG00000045660,chr17,-,0.6450,0.0000,16,-,0.7050,0.2090
train,ENSG00000151093,ENSMMUG00000014798,chr3,+,0.4070,0.0000,2,-,0.4060,0.0000
train,ENSG00000109265,ENSMMUG00000016358,chr4,+,0.5080,0.0000,5,-,0.3920,0.2660
train,ENSG00000198663,ENSMMUG00000005004,chr6,+,0.4060,0.0000,4,-,0.4350,0.7760
train,ENSG00000165480,ENSMMUG00000016560,chr13,-,0.5810,0.0000,17,+,0.5790,0.0000
train,ENSG00000183092,ENSMMUG00000013874,chr14,-,0.6390,0.0000,7,-,0.6580,0.4500
train,ENSG00000159173,ENSMMUG00000046222,chr1,-,0.5550,0.0000,1,-,0.5490,0.1220
train,ENSG00000255690,ENSMMUG00000020183,chr7,-,0.5940,0.0000,3,+,0.5880,0.0040
train,ENSG00000136161,ENSMMUG00000017688,chr13,-,0.4660,0.0000,17,-,0.5110,0.1190
train,ENSG00000129933,ENSMMUG00000008931,chr19,+,0.5950,0.0000,19,+,0.5850,0.1550
train,ENSG00000143320,ENSMMUG00000002295,chr1,-,0.6550,0.0000,1,+,0.6510,0.0000
train,ENSG00000136244,ENSMMUG00000019983,chr7,+,0.4300,0.0000,3,-,0.4970,0.2130
train,ENSG00000141646,ENSMMUG00000018334,chr18,+,0.4320,0.0000,18,-,0.3600,0.4240
train,ENSG00000125733,ENSMMUG00000008697,chr19,+,0.6300,0.0000,19,+,0.6170,0.0920
train,ENSG00000278505,ENSMMUG00000030090,chr17,+,0.4570,0.0000,16,-,0.4470,0.5620
train,ENSG00000262406,ENSMMUG00000004250,chr11,-,0.3750,0.0000,14,-,0.3660,0.1430
test,ENSG00000136848,ENSMMUG00000004639,chr9,+,0.5870,0.0000,15,-,0.5530,0.7310
train,ENSG00000221245,ENSMMUG00000033737,chr4,+,0.3320,0.0000,5,+,0.3300,0.5470
train,ENSG00000139211,ENSMMUG00000012458,chr12,-,0.6110,0.0000,11,-,0.6090,0.0610
train,ENSG00000175294,ENSMMUG00000057179,chr11,-,0.4980,0.0000,14,+,0.5040,0.7220
train,ENSG00000109756,ENSMMUG00000010581,chr4,+,0.6080,0.0000,5,+,0.7830,0.4140
train,ENSG00000106006,ENSMMUG00000061724,chr7,-,0.6100,0.0000,3,+,0.6080,0.0440
train,ENSG00000186090,ENSMMUG00000040299,chr3,+,0.4540,0.0000,2,+,0.4460,0.3310
train,ENSG00000085274,ENSMMUG00000021875,chr3,+,0.5420,0.0000,2,+,0.5260,0.0180
train,ENSG00000180245,ENSMMUG00000021223,chr4,+,0.3280,0.0000,5,+,0.3310,0.0220
train,ENSG00000105509,ENSMMUG00000013050,chr19,-,0.5990,0.0000,19,-,0.5310,0.1220
train,ENSG00000117450,ENSMMUG00000006221,chr1,-,0.4070,0.0000,1,+,0.4930,0.5550
test,ENSG00000155158,ENSMMUG00000013466,chr9,-,0.4890,0.0000,15,+,0.3990,0.3310
test,ENSG00000199331,ENSMMUG00000060448,chr9,-,0.3910,0.0000,15,+,0.3840,0.6280
train,ENSG00000196209,ENSMMUG00000015993,chr20,-,0.4550,0.0000,10,+,0.4800,0.5940
test,ENSG00000012232,ENSMMUG00000017700,chr8,+,0.4670,0.0000,8,+,0.5410,0.1140
train,ENSG00000153395,ENSMMUG00000005199,chr5,-,0.6550,0.0000,6,-,0.6500,0.1360
train,ENSG00000196943,ENSMMUG00000010049,chr14,+,0.6030,0.0000,7,+,0.6170,0.0250
train,ENSG00000202423,ENSMMUG00000049985,chr2,+,0.2970,0.0000,13,-,0.2960,0.2640
train,ENSG00000103742,ENSMMUG00000021788,chr15,-,0.6260,0.0000,7,-,0.6660,0.4830
train,ENSG00000186431,ENSMMUG00000008531,chr19,+,0.3890,0.0000,19,+,0.3980,0.5400
train,ENSG00000133138,ENSMMUG00000021413,chrX,+,0.4150,0.0000,X,+,0.4100,0.1640
train,ENSG00000129673,ENSMMUG00000018970,chr17,+,0.7390,0.0000,16,+,0.5250,0.4720
train,ENSG00000201642,ENSMMUG00000024598,chr3,+,0.3150,0.0000,2,-,0.3110,0.3010
train,ENSG00000090432,ENSMMUG00000051774,chr1,-,0.4910,0.0000,1,+,0.4790,0.3870
train,ENSG00000188042,ENSMMUG00000011516,chr2,-,0.7350,0.0000,12,-,0.7960,0.3560
train,ENSG00000127249,ENSMMUG00000009764,chr3,-,0.5620,0.0000,2,+,0.4040,0.1140
train,ENSG00000090097,ENSMMUG00000022205,chr3,-,0.6140,0.0000,2,-,0.5800,0.0060
train,ENSG00000207962,ENSMMUG00000026870,chr1,+,0.4410,0.0000,1,-,0.4420,0.2070
train,ENSG00000128513,ENSMMUG00000020587,chr7,-,0.4250,0.0000,3,-,0.4250,0.4640
train,ENSG00000149021,ENSMMUG00000031123,chr11,+,0.5090,0.0000,14,-,0.5510,0.3180
train,ENSG00000048540,ENSMMUG00000040307,chr12,-,0.4160,0.0000,11,-,0.4150,0.1440
train,ENSG00000145107,ENSMMUG00000017310,chr3,-,0.5040,0.0000,2,-,0.5240,0.5980
train,ENSG00000130520,ENSMMUG00000004405,chr19,-,0.5070,0.0000,19,-,0.5270,0.4860
train,ENSG00000164237,ENSMMUG00000020113,chr5,-,0.4930,0.0000,6,-,0.5160,0.8090
train,ENSG00000184788,ENSMMUG00000004336,chrX,-,0.6230,0.0000,X,-,0.4960,0.2590
train,ENSG00000207785,ENSMMUG00000054222,chrX,+,0.4160,0.0000,X,+,0.4210,0.4010
train,ENSG00000102886,ENSMMUG00000029164,chr16,-,0.6250,0.0000,20,+,0.6150,0.0000
train,ENSG00000239542,ENSMMUG00000043865,chr17,-,0.5170,0.0000,16,-,0.4760,0.5690
train,ENSG00000119614,ENSMMUG00000029272,chr14,+,0.5400,0.0000,7,+,0.5670,0.2490
test,ENSG00000106992,ENSMMUG00000060702,chr9,-,0.6000,0.0000,15,+,0.5860,0.2880
test,ENSG00000064218,ENSMMUG00000044083,chr9,+,0.5780,0.0000,15,-,0.4510,0.1240
train,ENSG00000179242,ENSMMUG00000012314,chr20,+,0.5880,0.0000,10,+,0.6650,0.2870
train,ENSG00000207233,ENSMMUG00000023878,chr18,-,0.3810,0.0000,18,+,0.3690,0.2750
train,ENSG00000109906,ENSMMUG00000007085,chr11,+,0.5890,0.0000,14,+,0.6080,0.1680
train,ENSG00000149480,ENSMMUG00000018110,chr11,-,0.6790,0.0000,14,+,0.6740,0.0080
train,ENSG00000203908,ENSMMUG00000010084,chr6,+,0.4980,0.0000,4,-,0.4370,0.7150
train,ENSG00000201613,ENSMMUG00000057826,chr6,-,0.3140,0.0000,4,-,0.3050,0.0180
train,ENSG00000206889,ENSMMUG00000050870,chr3,+,0.3440,0.0000,2,-,0.3420,0.2680
train,ENSG00000105662,ENSMMUG00000006509,chr19,+,0.5940,0.0000,19,+,0.5870,0.6850
train,ENSG00000168016,ENSMMUG00000006816,chr3,-,0.5730,0.0000,2,-,0.5670,0.0000
train,ENSG00000244692,ENSMMUG00000041324,chr3,-,0.3410,0.0000,2,-,0.3430,0.0210
train,ENSG00000116031,ENSMMUG00000020855,chr2,-,0.4570,0.0000,13,+,0.4510,0.4960
train,ENSG00000128573,ENSMMUG00000008005,chr7,+,0.5920,0.0000,3,+,0.3190,0.2500
train,ENSG00000113163,ENSMMUG00000006141,chr5,-,0.4140,0.0000,6,-,0.4590,0.0000
train,ENSG00000174175,ENSMMUG00000013044,chr1,-,0.3820,0.0000,1,-,0.3940,0.5020
train,ENSG00000188517,ENSMMUG00000017703,chr4,-,0.5430,0.0000,5,-,0.6240,0.1040
val,ENSG00000152779,ENSMMUG00000017535,chr10,-,0.4000,0.0000,9,-,0.3450,0.5530
val,ENSG00000286135,ENSMMUG00000052634,chr10,+,0.4880,0.0000,9,+,0.5010,0.4390
train,ENSG00000173230,ENSMMUG00000013546,chr3,-,0.4550,0.0000,2,+,0.3280,0.5290
train,ENSG00000011201,ENSMMUG00000018191,chrX,-,0.5950,0.0000,X,-,0.5650,0.0790
train,ENSG00000105697,ENSMMUG00000011288,chr19,+,0.5670,0.0000,19,+,0.5440,0.3040
train,ENSG00000129595,ENSMMUG00000012192,chr5,-,0.7130,0.0000,6,-,0.7120,0.0930
train,ENSG00000110108,ENSMMUG00000014531,chr11,+,0.5140,0.0000,14,-,0.4960,0.5050
train,ENSG00000228727,ENSMMUG00000045974,chr6,+,0.5010,0.0000,4,-,0.4960,0.0000
train,ENSG00000132432,ENSMMUG00000060184,chr7,-,0.4080,0.0000,3,+,0.5030,0.2360
train,ENSG00000117148,ENSMMUG00000010852,chr1,+,0.4410,0.0000,1,-,0.4820,0.6160
train,ENSG00000211801,ENSMMUG00000052490,chr14,+,0.3540,0.0000,7,+,0.3920,0.1670
train,ENSG00000165474,ENSMMUG00000010522,chr13,-,0.6390,0.0000,17,+,0.6920,0.1880
train,ENSG00000160188,ENSMMUG00000018084,chr21,-,0.6410,0.0000,3,+,0.4110,0.2930
train,ENSG00000162441,ENSMMUG00000013292,chr1,-,0.5200,0.0000,1,+,0.5190,0.4070
train,ENSG00000137936,ENSMMUG00000015924,chr1,-,0.6410,0.0000,1,+,0.4900,0.4270
train,ENSG00000179603,ENSMMUG00000015240,chr7,-,0.6530,0.0000,3,-,0.3580,0.0660
train,ENSG00000132911,ENSMMUG00000013880,chr5,-,0.3610,0.0000,6,-,0.4480,0.2150
train,ENSG00000008130,ENSMMUG00000010879,chr1,-,0.5830,0.0000,1,+,0.5430,0.0550
train,ENSG00000154640,ENSMMUG00000002116,chr21,-,0.5630,0.0000,3,+,0.6020,0.0000
train,ENSG00000208772,ENSMMUG00000033951,chr2,+,0.4000,0.0000,13,-,0.4130,0.0330
train,ENSG00000186335,ENSMMUG00000005567,chr5,-,0.4410,0.0000,6,-,0.4540,0.1680
val,ENSG00000196865,ENSMMUG00000016646,chr10,+,0.5090,0.0000,9,+,0.5290,0.0580
train,ENSG00000108352,ENSMMUG00000015160,chr17,+,0.5200,0.0000,16,+,0.5550,0.0670
train,ENSG00000171357,ENSMMUG00000063599,chr1,+,0.5310,0.0000,1,-,0.5070,0.5470
train,ENSG00000200963,ENSMMUG00000054275,chr4,+,0.3950,0.0000,5,+,0.4010,1.0000
train,ENSG00000101190,ENSMMUG00000008229,chr20,-,0.6310,0.0000,10,-,0.6000,0.5810
train,ENSG00000108244,ENSMMUG00000001505,chr17,-,0.4640,0.0000,16,-,0.4930,0.0640
train,ENSG00000093167,ENSMMUG00000022539,chr3,-,0.3870,0.0000,2,-,0.5690,0.2490
train,ENSG00000162641,ENSMMUG00000010159,chr1,-,0.4730,0.0000,1,+,0.4720,0.7060
train,ENSG00000168924,ENSMMUG00000019948,chr4,-,0.7240,0.0000,5,-,0.6940,0.1180
train,ENSG00000276366,ENSMMUG00000032902,chr2,+,0.5440,0.0000,12,+,0.5560,0.3040
test,ENSG00000137077,ENSMMUG00000063081,chr9,-,0.4470,0.0000,15,+,0.4690,0.5900
train,ENSG00000109084,ENSMMUG00000054461,chr17,+,0.6140,0.0000,16,+,0.6400,0.0000
test,ENSG00000107165,ENSMMUG00000062815,chr9,+,0.4060,0.0000,15,-,0.3780,0.0070
train,ENSG00000207295,ENSMMUG00000023943,chr2,-,0.4060,0.0000,13,+,0.4180,0.9960
train,ENSG00000109101,ENSMMUG00000021975,chr17,+,0.6130,0.0000,16,+,0.5800,0.4100
test,ENSG00000172172,ENSMMUG00000002599,chr8,-,0.4140,0.0000,8,-,0.4440,0.1700
train,ENSG00000154856,ENSMMUG00000056891,chr18,+,0.6610,0.0000,18,+,0.7340,0.4570
train,ENSG00000115368,ENSMMUG00000011080,chr2,+,0.4480,0.0000,12,+,0.4670,0.0660
train,ENSG00000173085,ENSMMUG00000013340,chr4,-,0.3900,0.0000,5,+,0.3990,0.4630
train,ENSG00000058729,ENSMMUG00000000307,chr5,-,0.4600,0.0000,6,-,0.4610,0.0000
val,ENSG00000166033,ENSMMUG00000056637,chr10,+,0.4900,0.0000,9,+,0.6600,0.1170
train,ENSG00000239007,ENSMMUG00000037336,chr1,-,0.5520,0.0000,1,+,0.5370,0.0000
train,ENSG00000212134,ENSMMUG00000032769,chr20,+,0.4170,0.0000,10,+,0.4340,0.2950
train,ENSG00000180772,ENSMMUG00000055906,chrX,+,0.3670,0.0000,X,+,0.2880,0.0150
train,ENSG00000240021,ENSMMUG00000054486,chr1,+,0.5370,0.0000,1,+,0.5320,0.0000
train,ENSG00000166963,ENSMMUG00000007255,chr15,+,0.5610,0.0000,7,+,0.5460,0.0000
train,ENSG00000184584,ENSMMUG00000012048,chr5,-,0.4640,0.0000,6,-,0.4620,0.5570
train,ENSG00000100580,ENSMMUG00000056541,chr14,-,0.5360,0.0000,7,-,0.5180,0.0760
train,ENSG00000196187,ENSMMUG00000005785,chr1,-,0.6800,0.0000,1,-,0.6570,0.1070
train,ENSG00000196388,ENSMMUG00000009175,chr17,-,0.7430,0.0000,16,-,0.7320,0.2350
train,ENSG00000178403,ENSMMUG00000014078,chr4,-,0.5970,0.0000,5,-,0.6150,0.1730
train,ENSG00000198932,ENSMMUG00000046251,chrX,+,0.5230,0.0000,X,+,0.5930,0.0000
train,ENSG00000139842,ENSMMUG00000019297,chr13,+,0.3940,0.0000,17,+,0.7430,0.2590
train,ENSG00000059804,ENSMMUG00000046124,chr12,-,0.4840,0.0000,11,+,0.4170,0.1850
train,ENSG00000116745,ENSMMUG00000002752,chr1,-,0.3880,0.0000,1,+,0.3740,0.1070
train,ENSG00000100665,ENSMMUG00000061882,chr14,+,0.5540,0.0000,7,+,0.4800,0.4970
train,ENSG00000168090,ENSMMUG00000013440,chr7,+,0.5540,0.0000,3,+,0.4990,0.8790
val,ENSG00000227268,ENSMMUG00000055507,chr10,-,0.6850,0.0000,9,-,0.7060,0.2170
train,ENSG00000168002,ENSMMUG00000014368,chr11,+,0.4930,0.0000,14,-,0.4870,0.7850
test,ENSG00000243845,ENSMMUG00000044550,chr9,-,0.4480,0.0000,15,+,0.4420,0.2040
train,ENSG00000241224,ENSMMUG00000059089,chr3,+,0.4610,0.0000,2,-,0.3840,0.6730
test,ENSG00000104722,ENSMMUG00000000639,chr8,+,0.5980,0.0000,8,+,0.6020,0.1990
train,ENSG00000146223,ENSMMUG00000021313,chr6,+,0.5040,0.0000,4,-,0.4870,0.4150
train,ENSG00000138772,ENSMMUG00000022218,chr4,+,0.4590,0.0000,5,-,0.4490,0.4870
train,ENSG00000059145,ENSMMUG00000012440,chr16,-,0.5940,0.0000,20,-,0.5190,1.0000
train,ENSG00000064655,ENSMMUG00000010769,chr20,+,0.4730,0.0000,10,+,0.4750,0.5420
train,ENSG00000086589,ENSMMUG00000020683,chr5,-,0.4010,0.0000,6,-,0.3820,0.5240
train,ENSG00000130829,ENSMMUG00000056988,chrX,+,0.6520,0.0000,X,+,0.6450,0.2510
train,ENSG00000196407,ENSMMUG00000014361,chr1,-,0.5100,0.0000,1,+,0.4940,0.3470
